Video_ID,Channel_ID,Channel_Name,Channel_UC,YouTube_Video_ID,Video_Title,Year,PublishedAt,DurationSeconds,DurationISO,Matched_Keywords,CaptionFlag,Transcript_Available,Transcript_Provider,Transcript_Reason,Transcript_Path,Meta_Path
V0222,C24,Cisco Talos Intelligence Group,UCPZ1DtzQkStYBSG3GTNoyfg,vfv3hr-ghcM,"Humans of Talos: Ryan Liles, master of technical diplomacy",2026,2026-02-12T11:01:38Z,698,PT11M38S,ir,true,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C24_Cisco_Talos_Intelligence_Group/V0222.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C24_Cisco_Talos_Intelligence_Group/V0222.meta.json
V0223,C24,Cisco Talos Intelligence Group,UCPZ1DtzQkStYBSG3GTNoyfg,qBBrhmwfTfE,"The TTP 20: Less Ransomware, Same Problems",2026,2026-01-29T12:17:28Z,706,PT11M46S,conti;incident response;ir;ransomware,true,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C24_Cisco_Talos_Intelligence_Group/V0223.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C24_Cisco_Talos_Intelligence_Group/V0223.meta.json
V0224,C24,Cisco Talos Intelligence Group,UCPZ1DtzQkStYBSG3GTNoyfg,Yr9SCipChbw,"Humans of Talos: Bill Largent talks epic reads, lifelong learning, and empathy",2025,2025-11-18T21:09:20Z,628,PT10M28S,ir,true,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C24_Cisco_Talos_Intelligence_Group/V0224.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C24_Cisco_Talos_Intelligence_Group/V0224.meta.json
V0225,C24,Cisco Talos Intelligence Group,UCPZ1DtzQkStYBSG3GTNoyfg,yPTDEluRyxc,TTP 18: How Talos Built an AI Model Into one of the Internet’s Most Abused Layers,2025,2025-11-13T14:17:32Z,617,PT10M17S,ir;ransomware,true,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C24_Cisco_Talos_Intelligence_Group/V0225.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C24_Cisco_Talos_Intelligence_Group/V0225.meta.json
V0226,C24,Cisco Talos Intelligence Group,UCPZ1DtzQkStYBSG3GTNoyfg,q7yV4C7cL3Y,TTP 17: How Attackers Use Your Own Tools Against You,2025,2025-10-28T11:43:07Z,652,PT10M52S,incident response;ir,true,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C24_Cisco_Talos_Intelligence_Group/V0226.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C24_Cisco_Talos_Intelligence_Group/V0226.meta.json
V0227,C24,Cisco Talos Intelligence Group,UCPZ1DtzQkStYBSG3GTNoyfg,X6-kKCyPvZU,Humans of Talos: Laura Faria and empathy on the front lines,2025,2025-10-15T20:23:32Z,593,PT9M53S,incident response;ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C24_Cisco_Talos_Intelligence_Group/V0227.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C24_Cisco_Talos_Intelligence_Group/V0227.meta.json
V0228,C24,Cisco Talos Intelligence Group,UCPZ1DtzQkStYBSG3GTNoyfg,HlaC5IWfSg0,Footholds in Infrastructure: Defending Service Providers,2025,2025-10-09T07:28:34Z,315,PT5M15S,incident response,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C24_Cisco_Talos_Intelligence_Group/V0228.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C24_Cisco_Talos_Intelligence_Group/V0228.meta.json
V0229,C24,Cisco Talos Intelligence Group,UCPZ1DtzQkStYBSG3GTNoyfg,zOJwo3IfiZQ,"Humans of Talos: Alex Ryan, Incident Commander",2025,2025-09-18T09:01:33Z,573,PT9M33S,incident response,true,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C24_Cisco_Talos_Intelligence_Group/V0229.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C24_Cisco_Talos_Intelligence_Group/V0229.meta.json
V0230,C24,Cisco Talos Intelligence Group,UCPZ1DtzQkStYBSG3GTNoyfg,RJvp25sbYeE,"TTP Ep14: Persistence, Privilege & Camouflage - Insights from Vulnerabilities Discovered by Talos",2025,2025-09-04T14:00:43Z,508,PT8M28S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C24_Cisco_Talos_Intelligence_Group/V0230.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C24_Cisco_Talos_Intelligence_Group/V0230.meta.json
V0231,C24,Cisco Talos Intelligence Group,UCPZ1DtzQkStYBSG3GTNoyfg,2dyVoNq2vLQ,Cyber Analyst Series: Career development and further education,2025,2025-08-01T11:13:30Z,380,PT6M20S,ir,true,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C24_Cisco_Talos_Intelligence_Group/V0231.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C24_Cisco_Talos_Intelligence_Group/V0231.meta.json
V0232,C26,MalwareTech,UCLDnEn-TxejaDB8qm2AUhHQ,siZaZf3lK_8,China Just Automated Cyberattacks With AI,2025,2025-11-17T04:53:51Z,853,PT14M13S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C26_MalwareTech/V0232.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C26_MalwareTech/V0232.meta.json
V0233,C26,MalwareTech,UCLDnEn-TxejaDB8qm2AUhHQ,7MApLKC3_Es,Cyberwar With Iran: How Bad Could It Get? | Hacker Explains,2025,2025-06-23T06:09:14Z,1075,PT17M55S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C26_MalwareTech/V0233.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C26_MalwareTech/V0233.meta.json
V0234,C26,MalwareTech,UCLDnEn-TxejaDB8qm2AUhHQ,i7GwjGGwxzg,Public Wi-Fi Is Safer Than You Think,2025,2025-01-09T04:50:34Z,1287,PT21M27S,encrypt;encryption,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C26_MalwareTech/V0234.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C26_MalwareTech/V0234.meta.json
V0235,C26,MalwareTech,UCLDnEn-TxejaDB8qm2AUhHQ,K-oowwtK_8Q,Getting Started With Reverse Engineering | TryHackMe Advent Of Cyber - Day 21 Walkthrough,2024,2024-12-21T16:00:13Z,2112,PT35M12S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C26_MalwareTech/V0235.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C26_MalwareTech/V0235.meta.json
V0236,C26,MalwareTech,UCLDnEn-TxejaDB8qm2AUhHQ,Op7poNLdi7c,Bypassing App-Bound Encryption To Dump Browser Credentials | HuntersCON 2024 Keynote,2024,2024-11-26T21:01:42Z,2094,PT34M54S,encrypt;encryption,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C26_MalwareTech/V0236.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C26_MalwareTech/V0236.meta.json
V0237,C26,MalwareTech,UCLDnEn-TxejaDB8qm2AUhHQ,REfYQh4-9lU,I Vulnerability Scanned The Entire Internet And Accidentally Made A Botnet,2024,2024-10-14T08:33:33Z,518,PT8M38S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C26_MalwareTech/V0237.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C26_MalwareTech/V0237.meta.json
V0238,C26,MalwareTech,UCLDnEn-TxejaDB8qm2AUhHQ,EGttFWntctU,Why Microsoft Is To Blame For The Crowdstrike Outage (Not The EU),2024,2024-07-30T02:35:35Z,1057,PT17M37S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C26_MalwareTech/V0238.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C26_MalwareTech/V0238.meta.json
V0239,C26,MalwareTech,UCLDnEn-TxejaDB8qm2AUhHQ,n_TNvvpZkd0,Responding To Weird Conspiracy Theories About Me,2024,2024-07-07T19:54:06Z,596,PT9M56S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C26_MalwareTech/V0239.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C26_MalwareTech/V0239.meta.json
V0240,C26,MalwareTech,UCLDnEn-TxejaDB8qm2AUhHQ,PD4We74ZUAg,How I Hacked My Garage Remote With a Flipper Zero & Microchip Programmer,2023,2023-11-10T02:14:31Z,496,PT8M16S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C26_MalwareTech/V0240.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C26_MalwareTech/V0240.meta.json
V0241,C26,MalwareTech,UCLDnEn-TxejaDB8qm2AUhHQ,Z2VO0izZKNE,Getting a Tech Job With No Qualifications,2023,2023-09-13T23:40:24Z,597,PT9M57S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C26_MalwareTech/V0241.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C26_MalwareTech/V0241.meta.json
V0242,C27,VX Underground,UC0g-PFeCjWJvBYgCwCWWUzA,R9MG7McrEO8,[Archive] Ukraine Police arrest CLOP ransomware operators,2021,2021-11-06T04:23:54Z,333,PT5M33S,clop;encrypt;encryption;ir;ransomware,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C27_VX_Underground/V0242.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C27_VX_Underground/V0242.meta.json
V0243,C28,Black Hills Information Security,UCJ2U9Dq9NckqHMbcUupgF0A,RjEvfmtmzKg,The Coming SAAS Apocalypse - Talkin' Bout [infosec] News 2026-02-23 #infosec #news,2026,2026-02-23T22:54:01Z,4080,PT1H8M,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C28_Black_Hills_Information_Security/V0243.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C28_Black_Hills_Information_Security/V0243.meta.json
V0244,C28,Black Hills Information Security,UCJ2U9Dq9NckqHMbcUupgF0A,xg_HI0ARf3E,Palo Alto Fears China Retaliation – Talkin' Bout [infosec] News 2026-02-16 #infosec #news,2026,2026-02-16T23:00:35Z,4117,PT1H8M37S,conti;ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C28_Black_Hills_Information_Security/V0244.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C28_Black_Hills_Information_Security/V0244.meta.json
V0245,C28,Black Hills Information Security,UCJ2U9Dq9NckqHMbcUupgF0A,HnKSsy7HYME,LIVE From WWHF Denver 2026 – BHIS - Talkin' Bout [infosec] News 2026-02-11,2026,2026-02-12T13:33:14Z,2787,PT46M27S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C28_Black_Hills_Information_Security/V0245.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C28_Black_Hills_Information_Security/V0245.meta.json
V0246,C28,Black Hills Information Security,UCJ2U9Dq9NckqHMbcUupgF0A,VEVupZdij_g,US Defense Chief Uploads Secret Into to ChatGTP - Talkin' Bout [infosec] News 2026-02-02,2026,2026-02-02T22:42:01Z,4002,PT1H6M42S,ir;ransomware,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C28_Black_Hills_Information_Security/V0246.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C28_Black_Hills_Information_Security/V0246.meta.json
V0247,C28,Black Hills Information Security,UCJ2U9Dq9NckqHMbcUupgF0A,aGmRenQ28Ro,Simplify Pentest Workflows Using Cerno w/ Chris Traynor,2026,2026-01-29T21:59:08Z,5055,PT1H24M15S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C28_Black_Hills_Information_Security/V0247.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C28_Black_Hills_Information_Security/V0247.meta.json
V0248,C28,Black Hills Information Security,UCJ2U9Dq9NckqHMbcUupgF0A,6oK31ZZ70Q8,TikTok's invasive Privacy Policy - Talkin' Bout [infosec] News 2026-01-26 #infosec #news,2026,2026-01-26T22:47:25Z,3846,PT1H4M6S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C28_Black_Hills_Information_Security/V0248.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C28_Black_Hills_Information_Security/V0248.meta.json
V0249,C28,Black Hills Information Security,UCJ2U9Dq9NckqHMbcUupgF0A,FdWr5N0JAGU,Zero to Zeek: Build a Network Sensor Fast and Easy w/ Troy Wojewoda,2026,2026-01-23T07:40:32Z,4640,PT1H17M20S,incident response;ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C28_Black_Hills_Information_Security/V0249.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C28_Black_Hills_Information_Security/V0249.meta.json
V0250,C28,Black Hills Information Security,UCJ2U9Dq9NckqHMbcUupgF0A,wZo-1rxo9KE,Chinese firms drop US and Israeli cybersecurity software | Talkin' Bout [infosec] News 2026-01-19,2026,2026-01-19T23:03:49Z,3819,PT1H3M39S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C28_Black_Hills_Information_Security/V0250.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C28_Black_Hills_Information_Security/V0250.meta.json
V0251,C28,Black Hills Information Security,UCJ2U9Dq9NckqHMbcUupgF0A,nBHec3RDzwY,Active Directory Attack Path in Action w/ Alyssa & Kaitlyn,2026,2026-01-16T07:35:32Z,4522,PT1H15M22S,conti;ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C28_Black_Hills_Information_Security/V0251.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C28_Black_Hills_Information_Security/V0251.meta.json
V0252,C28,Black Hills Information Security,UCJ2U9Dq9NckqHMbcUupgF0A,dx3_fnu3KO8,BreachForums Doomsday – Talkin' Bout [infosec] News 2026-01-12 #infosec #news,2026,2026-01-12T22:40:10Z,3785,PT1H3M5S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C28_Black_Hills_Information_Security/V0252.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C28_Black_Hills_Information_Security/V0252.meta.json
V0253,C29,Security Onion Solutions,UCNBFTyYCdjT5hnm7uW25vGQ,Pk2r4elumBc,Security Onion Essentials 2026 - Updating Security Onion,2026,2026-01-26T19:44:48Z,559,PT9M19S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C29_Security_Onion_Solutions/V0253.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C29_Security_Onion_Solutions/V0253.meta.json
V0254,C29,Security Onion Solutions,UCNBFTyYCdjT5hnm7uW25vGQ,i2tM_WmDF54,State of the Onion - You Can Just Do Things,2025,2025-10-28T14:51:03Z,4116,PT1H8M36S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C29_Security_Onion_Solutions/V0254.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C29_Security_Onion_Solutions/V0254.meta.json
V0255,C29,Security Onion Solutions,UCNBFTyYCdjT5hnm7uW25vGQ,ktFw6dJSd74,Investigation Playbooks for Humans,2025,2025-10-28T14:11:48Z,3001,PT50M1S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C29_Security_Onion_Solutions/V0255.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C29_Security_Onion_Solutions/V0255.meta.json
V0256,C29,Security Onion Solutions,UCNBFTyYCdjT5hnm7uW25vGQ,SLGRB3PxB-o,Sneak Peek: Security Onion Playbooks,2025,2025-06-18T13:25:50Z,726,PT12M6S,incident response,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C29_Security_Onion_Solutions/V0256.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C29_Security_Onion_Solutions/V0256.meta.json
V0257,C29,Security Onion Solutions,UCNBFTyYCdjT5hnm7uW25vGQ,aoH8qZwAxek,Ingesting PFSense Logs with Security Onion 2.4,2024,2024-02-07T17:52:45Z,794,PT13M14S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C29_Security_Onion_Solutions/V0257.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C29_Security_Onion_Solutions/V0257.meta.json
V0258,C29,Security Onion Solutions,UCNBFTyYCdjT5hnm7uW25vGQ,aUshk9lLuA4,State of the Onion 2023,2023,2023-10-12T11:34:49Z,2256,PT37M36S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C29_Security_Onion_Solutions/V0258.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C29_Security_Onion_Solutions/V0258.meta.json
V0259,C29,Security Onion Solutions,UCNBFTyYCdjT5hnm7uW25vGQ,GX2FKM18oxk,Achieving PEAK Performance: Introducing the PEAK Threat Hunting Framework,2023,2023-10-12T11:34:45Z,3942,PT1H5M42S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C29_Security_Onion_Solutions/V0259.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C29_Security_Onion_Solutions/V0259.meta.json
V0260,C29,Security Onion Solutions,UCNBFTyYCdjT5hnm7uW25vGQ,9d6QA24xops,Defensive Intel with Security Onion,2023,2023-10-12T11:34:41Z,1913,PT31M53S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C29_Security_Onion_Solutions/V0260.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C29_Security_Onion_Solutions/V0260.meta.json
V0261,C29,Security Onion Solutions,UCNBFTyYCdjT5hnm7uW25vGQ,4TwstDJBiVw,Enrich Your Data and Your Life,2023,2023-10-12T11:34:37Z,1502,PT25M2S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C29_Security_Onion_Solutions/V0261.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C29_Security_Onion_Solutions/V0261.meta.json
V0262,C29,Security Onion Solutions,UCNBFTyYCdjT5hnm7uW25vGQ,76-cbbDqm94,Phish Fights and Not So Long Nights with Security Onion and Sublime Platform,2023,2023-10-12T11:34:29Z,2768,PT46M8S,incident response;ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C29_Security_Onion_Solutions/V0262.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C29_Security_Onion_Solutions/V0262.meta.json
V0263,C30,SANS Institute,UC2uPNhGken-ogEpJDi4ly6w,gFJA2ZFYRcM,Keynote | The Augmented Era: Disrupt or be Disrupted,2026,2026-02-17T23:31:49Z,2752,PT45M52S,ir;ransomware,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C30_SANS_Institute/V0263.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C30_SANS_Institute/V0263.meta.json
V0264,C30,SANS Institute,UC2uPNhGken-ogEpJDi4ly6w,5OREEvYauo4,Blue Team | Unveiling Insider Threats Beyond the Logs,2026,2026-02-17T23:19:39Z,2070,PT34M30S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C30_SANS_Institute/V0264.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C30_SANS_Institute/V0264.meta.json
V0265,C30,SANS Institute,UC2uPNhGken-ogEpJDi4ly6w,KWlyih5GqG0,Red Team | MEDSHIELD: Threat Modeling for Medical IoT,2026,2026-02-17T23:08:56Z,1808,PT30M8S,conti;ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C30_SANS_Institute/V0265.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C30_SANS_Institute/V0265.meta.json
V0266,C30,SANS Institute,UC2uPNhGken-ogEpJDi4ly6w,U1va10iproc,Red Team | Looting Credentials from Modern Browsers,2026,2026-02-17T23:07:25Z,1856,PT30M56S,conti;encrypt;encryption,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C30_SANS_Institute/V0266.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C30_SANS_Institute/V0266.meta.json
V0267,C30,SANS Institute,UC2uPNhGken-ogEpJDi4ly6w,nVx5tr-o_3g,Keynote | Red Team | Offensive Security Meets Vibe Coding,2026,2026-02-17T23:02:02Z,2454,PT40M54S,ransomware,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C30_SANS_Institute/V0267.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C30_SANS_Institute/V0267.meta.json
V0268,C30,SANS Institute,UC2uPNhGken-ogEpJDi4ly6w,6ZkfrEdErxk,Red Team | Weaponizing Windows Crash Dumps,2026,2026-02-17T22:59:01Z,1721,PT28M41S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C30_SANS_Institute/V0268.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C30_SANS_Institute/V0268.meta.json
V0269,C30,SANS Institute,UC2uPNhGken-ogEpJDi4ly6w,eBweSZG_xsM,Keynote | Blue Team | SOC of the Future…the Future Is Now,2026,2026-02-17T22:49:58Z,1716,PT28M36S,conti,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C30_SANS_Institute/V0269.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C30_SANS_Institute/V0269.meta.json
V0270,C30,SANS Institute,UC2uPNhGken-ogEpJDi4ly6w,4SzHUg8j3NQ,Red Team | Subverting macOS Apps and Security Controls,2026,2026-02-17T22:48:15Z,2190,PT36M30S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C30_SANS_Institute/V0270.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C30_SANS_Institute/V0270.meta.json
V0271,C30,SANS Institute,UC2uPNhGken-ogEpJDi4ly6w,hGxf_Co7WfY,Red Team | Weaponizing LLM Fine-Tuning for Stealthy C2,2026,2026-02-17T22:45:03Z,1629,PT27M9S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C30_SANS_Institute/V0271.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C30_SANS_Institute/V0271.meta.json
V0272,C30,SANS Institute,UC2uPNhGken-ogEpJDi4ly6w,7W3MdxnvM-U,Blue Team | From Exploit to Risk: Scaling Purple Team Insights,2026,2026-02-17T22:42:19Z,2041,PT34M1S,ir,false,False,local_asr_whisper,no_local_audio,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C30_SANS_Institute/V0272.txt,/home/henrykabuye/Ransap/Publications 2026/Proposal_2026/Knowledge_Agent/transcripts/C30_SANS_Institute/V0272.meta.json
